gene	pLI	LOEUF
C3orf33	5.8421e-06	1.412
TRAP1	1.5965e-29	1.412
VIP	0.00041995	1.412
VSTM1	6.372e-08	1.412
MS4A8	2.4834e-05	1.413
FDX1L	0.001652	1.413
NIPAL2	4.3665e-12	1.413
SERPINB8	2.7764e-09	1.413
SPSB4	0.00041849	1.413
TMEM92	0.0063256	1.413
STYXL1	1.3247e-08	1.414
LRRC15	2.7349e-09	1.414
MMP10	5.907e-15	1.414
ARSI	5.958e-15	1.414
ASB4	1.118e-10	1.414
FAH	4.0347e-17	1.414
DDX28	1.3284e-08	1.414
MRPL16	2.4706e-05	1.414
SERF2	0.023172	1.414
AVEN	2.7422e-09	1.414
BTN3A2	1.1002e-10	1.415
C14orf119	0.0062891	1.415
MYADM	0.0062904	1.415
GADD45GIP1	0.00010261	1.415
RP11-468E2.6	0.0001027	1.415
PRL	2.9015e-07	1.415
OR2J1	0.023156	1.415
C18orf42	0.48916	1.415
IMMP1L	2.4628e-05	1.415
RNMTL1	5.5446e-10	1.415
DNAJC30	0.023092	1.416
KCNK16	0.00010207	1.416
GUCA1A	0.00041429	1.416
C3orf84	5.731e-06	1.416
WFDC8	1.3e-08	1.416
INO80C	0.0004148	1.416
GP2	1.675e-21	1.416
MMP3	5.7362e-15	1.416
OR3A1	0.023093	1.416
PEX7	8.1798e-13	1.416
PRDM7	7.3656e-18	1.416
SH2D4A	3.1396e-22	1.416
ETV3L	6.196e-08	1.416
FAM209A	0.078881	1.417
RP11-96O20.4	6.1391e-08	1.417
ZNRF4	0.48866	1.417
GLT1D1	6.1378e-08	1.417
CEACAM4	6.1219e-08	1.417
RGS2	5.6973e-06	1.417
MEIOB	2.9857e-14	1.417
RANGRF	2.4357e-05	1.417
OR2G2	0.022995	1.418
PDC	0.00010134	1.418
ISOC1	6.0952e-08	1.418
SAMD13	0.0062299	1.418
RP11-89K11.1	0.48828	1.418
ETV2	2.6344e-09	1.418
OR2G3	0.078577	1.419
MPHOSPH6	0.0004107	1.419
TINAG	3.43e-25	1.419
GJA10	5.3123e-10	1.419
ICT1	5.6196e-06	1.419
TMEM225	0.0016225	1.419
AKR1E2	2.0973e-11	1.419
MAGEH1	0.2292	1.419
AP002884.3	5.5923e-06	1.42
ZNF266	0.022887	1.42
ANAPC16	0.022882	1.42
TMPRSS12	5.6068e-06	1.42
ACSM2B	6.2689e-26	1.42
ZNF514	1.035e-10	1.421
SPINK7	0.078398	1.421
ZNF662	7.6715e-13	1.421
MFSD12	6.7265e-18	1.421
LRIT3	2.0418e-11	1.421
POLR2G	1.257e-06	1.421
SLC6A19	1.7664e-24	1.422
ROGDI	2.5516e-09	1.422
ROPN1	9.9631e-05	1.422
TRAPPC5	0.22841	1.422
C8orf37	2.3711e-05	1.423
POLN	9.488e-41	1.423
FANCD2OS	0.022748	1.423
C2orf40	0.00040522	1.423
KRT76	2.7442e-14	1.423
GCSH	0.001602	1.423
MMD2	5.8561e-08	1.423
KCTD18	5.8625e-08	1.423
ZDHHC23	3.8421e-12	1.424
KTI12	0.00040289	1.424
FOLR2	5.4816e-06	1.424
SSTR3	9.9007e-05	1.424
CD8B	0.00040103	1.425
STMND1	9.8701e-05	1.425
ATP5J	0.006131	1.425
ART3	5.1018e-15	1.425
TMEM143	3.7891e-12	1.425
LDLRAD1	1.2294e-06	1.425
LHFPL5	0.00040199	1.425
GK2	5.0156e-10	1.425
MRPS15	5.0041e-10	1.425
FPGT-TNNI3K	3.2476e-48	1.425
B3GALT6	0.022667	1.425
C4orf17	1.2018e-08	1.426
PYCRL	2.338e-05	1.426
ACY3	5.4152e-06	1.426
C1orf123	1.2226e-06	1.426
LGALS3BP	2.679e-07	1.426
TMEM14C	0.0061054	1.426
CYB5A	0.0015821	1.427
FCRLA	2.4445e-09	1.427
NAPRT1	1.1537e-18	1.427
AP3S2	2.3273e-05	1.427
GUK1	2.3324e-05	1.427
GLTPD1	0.02254	1.427
ACRV1	1.2111e-06	1.427
DEPTOR	3.7245e-12	1.427
CCDC113	9.3239e-16	1.427
CTB-96E2.2	9.7835e-05	1.427
GADL1	1.3724e-21	1.427
TNNI3K	3.0654e-48	1.427
NDUFB4	0.0060844	1.428
FGF6	0.00039765	1.428
CTD-2521M24.10	0.006082	1.428
DKKL1	0.00039771	1.428
OR51V1	0.0015772	1.428
LGALS3	2.3207e-05	1.428
LAYN	1.3423e-13	1.428
TVP23C	2.3189e-05	1.428
PAMR1	6.2624e-32	1.429
AC104794.4	0.022483	1.429
CRYAB	0.02247	1.429
CHRNA10	4.7867e-10	1.429
PPM1N	5.3345e-06	1.429
LILRB5	4.4944e-23	1.429
ZSCAN30	6.9946e-13	1.429
ADAM21	3.5771e-12	1.43
CLEC12A	2.6022e-07	1.43
ANKRD36	8.3217e-86	1.43
FAM92B	4.7704e-10	1.43
NOX5	3.049e-28	1.43
TBATA	4.7461e-10	1.43
OR13A1	0.0015701	1.43
CDKL2	3.0975e-17	1.431
RNF175	6.8141e-13	1.431
BEST3	2.0104e-19	1.431
FAM227B	4.3472e-23	1.431
RHOT2	8.9033e-27	1.431
RBM34	4.6408e-15	1.431
OR1E2	0.0015619	1.431
CDX4	0.0060181	1.432
STAP2	1.6296e-16	1.432
GSDMA	1.619e-16	1.432
OAZ3	2.2775e-05	1.432
TCEAL7	0.4847	1.432
TAAR1	0.00039183	1.432
RP11-487E13.1	0.22554	1.433
HYLS1	2.3152e-09	1.433
HPDL	2.2634e-05	1.433
EXO5	2.2661e-05	1.433
ZSCAN21	3.4774e-12	1.433
CCDC27	2.8657e-28	1.433
ANXA9	2.9752e-17	1.433
GCNT3	1.1214e-08	1.434
FAM83F	1.762e-11	1.434
SERINC4	5.5221e-18	1.434
SRA1	5.19e-06	1.434
ZNHIT2	2.2483e-05	1.434
FAM124A	4.5883e-10	1.434
SFRP5	5.1843e-06	1.434
INHBE	1.1184e-08	1.434
OR6C6	0.022211	1.434
AC007557.1	0.48399	1.434
CCL16	0.22498	1.435
RDH12	2.2626e-09	1.435
REM1	5.3363e-08	1.435
LRR1	1.107e-08	1.435
C10orf128	0.0059652	1.435
RPA3-AS1	0.22503	1.435
DHFRL1	0.22496	1.435
AC022431.2	0.022173	1.435
OR2C3	0.0059489	1.436
MRPL54	0.022144	1.436
PNPO	1.1024e-08	1.436
TGM5	2.4183e-25	1.436
ANKLE1	5.2059e-18	1.437
OR6Q1	0.0015367	1.437
LYRM7	0.022082	1.437
SNAPIN	0.0015332	1.437
AGAP5	0.0059176	1.438
NCR2	2.4749e-07	1.438
CCDC61	2.2578e-14	1.438
OR6B2	0.022036	1.438
RNF135	2.1992e-09	1.438
ATPAF2	2.2116e-09	1.438
UGT2B7	1.191e-13	1.438
HRH4	5.2213e-08	1.438
SAG	1.4921e-16	1.438
PRSS33	2.455e-07	1.439
CMPK2	1.1285e-06	1.439
PMF1	1.073e-08	1.439
PMF1-BGLAP	1.073e-08	1.439
CLEC6A	1.1269e-06	1.439
RGS4	5.1409e-08	1.44
S100A12	0.48234	1.44
CYP4F31P	0.22379	1.44
OR4M1	0.0015219	1.44
C21orf88	0.22348	1.441
GPR152	0.00037983	1.441
CD300LF	1.0563e-08	1.441
HKR1	1.6877e-19	1.441
SHISA5	1.1126e-06	1.441
KLRB1	2.4129e-07	1.441
OR13D1	0.005877	1.441
PLA2G12A	0.00037886	1.441
MRPL4	4.2719e-10	1.441
MS4A5	0.00037917	1.441
LBX2	0.0058839	1.441
MCPH1	7.76e-30	1.441
CRABP1	0.0058779	1.441
RP11-650K20.3	0.48213	1.441
HSD3B1	2.3984e-07	1.442
RP11-831H9.11	0.021838	1.442
C20orf195	2.1684e-05	1.442
NRGN	0.4819	1.442
RP11-201K10.3	4.9795e-06	1.442
AL078585.1	0.0058584	1.442
C19orf60	0.00037611	1.443
C1orf137	0.021781	1.443
KRT7	3.0861e-12	1.443
AC018755.1	0.021815	1.443
PSMG2	2.3824e-07	1.443
CRABP2	0.0015096	1.443
OR10A5	0.021733	1.444
OSGIN1	1.5746e-11	1.444
SLC16A11	4.9198e-06	1.444
OR6T1	0.0015036	1.444
C20orf173	1.0938e-06	1.444
ERAS	0.22267	1.445
CISD1	0.021714	1.445
AMZ2	2.0652e-09	1.445
F11	3.6146e-26	1.445
AGT	4.9706e-08	1.445
C6orf25	1.0837e-06	1.445
SUN3	3.0029e-12	1.445
TMEM44	7.1934e-16	1.445
RRH	2.0709e-09	1.445
ZSCAN23	4.1094e-10	1.445
KRT24	1.3371e-16	1.445
KHK	2.0668e-09	1.445
C4A	1.5416e-11	1.446
OPALIN	0.0014919	1.446
CLEC1B	4.9365e-08	1.446
NENF	0.021641	1.446
SCAND1	0.2222	1.446
GSDMD	1.0789e-13	1.446
FAM230A	0.48065	1.446
ANXA5	3.7978e-15	1.446
PSMD9	4.8603e-06	1.446
TMEM71	7.986e-11	1.446
NLRP10	1.0095e-08	1.447
CPPED1	2.3183e-07	1.447
SNX21	2.3202e-07	1.447
C1QTNF7	8.9772e-05	1.447
CHI3L2	1.9866e-14	1.447
ZNF773	4.8394e-06	1.447
LILRA4	6.8978e-16	1.448
FMO5	3.6951e-15	1.448
QRFPR	7.8556e-11	1.448
TRIM68	8.0709e-19	1.448
GPR87	4.8062e-06	1.448
MRPL32	8.9669e-05	1.448
NIM1K	2.9002e-12	1.448
TCTE1	7.7278e-11	1.449
LECT2	0.0014806	1.449
TPTE	5.551e-24	1.449
METTL21C	1.0629e-06	1.449
NCR3	0.00036824	1.449
GLIPR1L1	1.0546e-06	1.45
CTRB2	0.00036704	1.45
SFTPA1	0.0003678	1.45
FAM210A	1.0564e-06	1.45
NUDT2	0.0057495	1.45
GLIPR1L2	2.2717e-07	1.45
C19orf77	0.074703	1.45
SLC35A4	8.8682e-05	1.45
C4orf50	7.7361e-19	1.451
MYCT1	0.0003656	1.451
FAM84B	0.00036638	1.451
KRTCAP3	2.078e-05	1.451
RPP14	0.22115	1.451
AC004076.9	0.0014714	1.451
NECAP2	1.9626e-09	1.451
RASA4B	0.0214	1.452
SLC25A21	1.4479e-11	1.452
AVP	0.074413	1.452
FAM170B	8.8213e-05	1.452
MTFR1	1.4499e-11	1.452
PARPBP	1.1929e-16	1.453
CDK10	1.193e-16	1.453
ZMYM6NB	0.22054	1.453
MOXD1	1.5505e-22	1.453
TSFM	1.9197e-09	1.453
PLCXD2	4.6567e-08	1.453
CAMK2N2	0.22046	1.453
FHIT	0.0057055	1.453
TMEM116	5.1196e-13	1.454
ARRDC5	0.0056909	1.454
EAF2	2.2166e-07	1.454
COA6	0.0056851	1.454
NCR1	7.3311e-11	1.454
PAIP2B	0.0014573	1.454
C1orf85	1.4235e-11	1.454
MRPS18C	8.7553e-05	1.454
SPATA25	0.0014577	1.454
SLC22A24	1.7875e-14	1.455
KLRC4	0.0056771	1.455
ZNF669	0.001452	1.455
CTD-3088G3.8	1.3231e-19	1.455
GLRA4	9.3781e-09	1.455
CES1	3.3228e-15	1.456
ZFP69B	5.0197e-13	1.456
SLC38A6	2.382e-20	1.456
ETHE1	4.6037e-06	1.456
AC099552.4	0.2198	1.456
IL5	0.0056529	1.456
S100A9	0.4777	1.457
CAPG	9.357e-14	1.457
TBC1D3B	0.21949	1.457
ATP5D	0.073813	1.457
ROPN1B	2.0225e-05	1.457
NT5C3B	3.662e-10	1.457
TOE1	6.0443e-16	1.457
HLA-G	1.365e-11	1.458
GLT8D2	1.7287e-14	1.458
IBSP	1.3519e-11	1.458
CD3D	8.5898e-05	1.458
ZSCAN16	2.1302e-07	1.459
KLK4	4.5377e-06	1.459
ADAT3	0.0056059	1.459
PROCA1	4.4649e-08	1.459
TMIGD1	2.1298e-07	1.459
CA14	5.9231e-16	1.459
FTMT	0.0056072	1.459
TMEM199	1.9938e-05	1.46
NREP	0.0056013	1.46
LDHAL6B	0.073409	1.46
C9orf135	4.4172e-08	1.46
RIMBP3	9.0005e-09	1.46
TEKT3	1.9845e-17	1.46
OXNAD1	4.4226e-08	1.46
AKR1C2	6.8956e-11	1.46
ZNF320	0.2186	1.461
HAGHL	1.984e-05	1.461
CYLC2	4.4812e-06	1.461
CCDC24	4.3856e-08	1.461
PIK3R6	1.5215e-28	1.461
NME1-NME2	8.8471e-09	1.462
NME2	8.8471e-09	1.462
EP400NL	4.4654e-06	1.462
ALDH8A1	2.4846e-12	1.462
WISP2	1.9682e-05	1.462
SRI	3.4837e-10	1.462
LGALS7B	0.21829	1.462
BNIP3	1.9687e-05	1.462
KRTCAP2	0.00035184	1.462
ALS2CR12	1.3086e-22	1.462
CYB5D2	4.4253e-06	1.463
FAM96A	1.9655e-05	1.463
GPR17	8.4259e-05	1.463
HSD17B11	2.0771e-07	1.463
KLK3	4.4271e-06	1.463
UGT1A7	8.6636e-14	1.463
PLEKHB2	6.6904e-11	1.463
VWA5A	2.5953e-29	1.463
TIMM9	0.020827	1.464
EFNA4	0.00035006	1.464
CYP4Z1	1.8745e-17	1.464
GLO1	9.6718e-07	1.464
KAZALD1	9.6662e-07	1.464
GP9	0.47575	1.464
GML	0.21757	1.465
CHP2	9.6292e-07	1.465
ST7-OT4	0.020808	1.465
TMEM59	2.4058e-12	1.465
ZNF763	0.020817	1.465
SLC6A18	6.795e-22	1.465
LINC01100	0.072755	1.466
KRT79	9.8728e-17	1.466
RFPL4AL1	0.21729	1.466
SGCB	9.5805e-07	1.466
NBPF4	0.0055056	1.466
FAM206A	4.3558e-06	1.466
LCE3C	0.47523	1.466
MMP19	1.9975e-20	1.467
LCN6	1.9255e-05	1.467
C1QBP	2.0164e-07	1.467
PAGE5	0.020689	1.467
MDP1	1.9265e-05	1.467
RNASEH2C	0.0054985	1.467
KCTD11	0.0054961	1.467
CCDC97	1.6817e-09	1.468
RP11-181C3.1	0.072446	1.468
ZNF747	0.072425	1.468
MAS1	8.2518e-05	1.468
SERPINB10	3.3122e-10	1.468
APOC1	0.21685	1.468
MRPL28	1.9955e-07	1.469
ZNF415	0.21655	1.469
TRIM63	4.3041e-13	1.469
DBI	0.0013944	1.469
TMEM74	0.00034376	1.469
B4GALNT2	1.7413e-17	1.469
MANF	0.0013911	1.469
AP5Z1	7.2894e-31	1.469
CREB3L3	8.0596e-14	1.469
TMEM219	8.1671e-05	1.47
KLF11	8.3215e-09	1.47
ASNSD1	9.2537e-17	1.47
MORN5	8.1711e-05	1.47
OR13C9	0.020568	1.47
ACKR2	0.001388	1.47
CAV3	0.0054565	1.47
SPATA6	3.4185e-21	1.47
APOBEC4	8.1741e-05	1.47
STPG2	9.3325e-17	1.47
OR5B2	0.072121	1.471
XKR8	4.0749e-08	1.471
TAL2	0.47392	1.471
ENTPD2	1.4578e-14	1.471
C3orf49	4.0628e-08	1.471
L3HYPDH	9.2642e-07	1.471
NUTM2B	0.020467	1.472
OR4N5	0.020486	1.472
RGPD2	0.0013791	1.472
C11orf42	4.044e-08	1.472
C5orf46	0.072027	1.472
GFRA4	0.0013789	1.472
MSGN1	0.072006	1.472
ENPP5	3.1565e-10	1.473
SLC44A3	3.5957e-27	1.473
OR10H5	0.071847	1.473
C2orf76	0.0054177	1.473
LCMT2	2.6276e-15	1.473
NDUFA3	0.071883	1.473
PHYHD1	4.0371e-13	1.474
CKMT2	1.6195e-17	1.474
UBE2D4	1.862e-05	1.474
FEZ2	1.1496e-11	1.474
GPRIN3	4.0589e-13	1.474
RP1-170O19.20	0.0054042	1.474
KCNK17	4.1781e-06	1.474
LST3	1.0871e-25	1.475
OR2T5	0.47281	1.475
CETN1	0.21511	1.475
PRRG2	9.0627e-07	1.475
OSCAR	0.00033644	1.475
AZGP1	4.1545e-06	1.475
RIBC2	2.1427e-12	1.475
OR10D3	0.020292	1.476
TRAPPC4	4.1207e-06	1.476
OR5B12	0.020305	1.476
MSLN	5.8751e-25	1.476
BBOX1	2.094e-12	1.477
ATAD3B	1.0032e-22	1.477
PRRC1	2.091e-12	1.477
MRPL43	1.8937e-07	1.477
FAM151B	3.8968e-08	1.477
HOXA7	0.0013606	1.477
LGALS2	0.020219	1.478
TSPAN16	4.0908e-06	1.478
HSPA1B	0.0053464	1.478
ZNF343	0.0053489	1.478
PARP16	2.9939e-10	1.478
CPQ	1.3154e-14	1.479
ZNF419	0.0053294	1.479
TST	7.8734e-05	1.479
NSUN6	4.9452e-19	1.479
AC074091.13	0.21409	1.479
FSCN2	3.8311e-13	1.479
MTRF1L	2.9554e-10	1.48
COX20	0.020118	1.48
C16orf90	0.0013458	1.48
SLC27A3	5.2696e-22	1.48
HSPB2	0.00032989	1.48
NQO2	8.7572e-07	1.48
SOAT2	5.583e-28	1.48
NCCRP1	7.6409e-09	1.48
UVSSA	5.4127e-25	1.48
TNNT1	7.0202e-14	1.48
SPDYE2	0.47151	1.48
EBPL	7.8199e-05	1.481
DHRS2	8.7228e-07	1.481
OR1E1	0.0013426	1.481
MYEOV2	0.0013405	1.481
OR4E2	0.0053058	1.481
LYPD6	4.0193e-06	1.481
C1orf216	0.0013436	1.481
TVP23C-CDRT4	8.7378e-07	1.481
GPR1	4.0135e-06	1.481
WDR5B	1.7993e-05	1.481
TMEM106A	1.8357e-07	1.481
DCAF16	0.00032917	1.481
EMR3	5.3919e-28	1.482
SGK223	1.6825e-35	1.482
EVPLL	6.8978e-14	1.482
ZNF684	3.7374e-08	1.482
SLC26A1	1.0564e-11	1.482
ZIM3	1.7915e-05	1.482
COA4	0.21335	1.482
PIH1D2	7.5463e-09	1.482
SEC61B	0.02003	1.483
RASSF3	1.7804e-05	1.483
TMEM254	0.0013335	1.483
ADM2	0.020009	1.483
ALLC	4.2324e-16	1.483
GSTZ1	5.5058e-11	1.483
SLC17A3	4.9259e-22	1.483
KIAA1024L	0.001331	1.484
PRLHR	7.7094e-05	1.484
MYOM2	7.0086e-85	1.484
HBE1	0.019963	1.484
KLRF1	1.8025e-07	1.484
DLEU1	0.47033	1.484
ZNF774	2.2808e-15	1.484
FAM114A1	1.4659e-20	1.485
ADORA2B	1.7674e-05	1.485
PCYOX1	2.2481e-15	1.485
GPR89A	6.6612e-14	1.485
EXOSC1	7.3521e-09	1.485
ZNF664	0.0013267	1.485
TMEM222	3.9417e-06	1.485
MBLAC1	0.21273	1.485
TAX1BP3	0.0052431	1.485
ACYP1	0.070318	1.486
CNGA3	8.0327e-20	1.486
UGT3A1	3.5366e-13	1.486
OR4L1	0.0052285	1.486
PEX11A	8.4537e-07	1.486
PRMT3	4.9032e-25	1.486
ALPI	2.4527e-18	1.486
CALHM1	1.7556e-05	1.486
EMB	1.0084e-11	1.486
TPRG1L	8.4721e-07	1.486
C10orf99	0.21211	1.487
NLRP2	1.4201e-38	1.487
CISD3	0.019823	1.487
LILRA5	7.2545e-09	1.487
TMBIM4	3.8876e-06	1.487
MUC17	7.8985e-63	1.487
POLR2E	7.2128e-09	1.487
F2RL2	1.7486e-05	1.487
SPATA8	0.070195	1.487
DCXR	8.351e-07	1.488
DHRS7	9.8631e-12	1.488
MYL9	0.019797	1.488
SERPINA6	8.3448e-07	1.488
PPP1R42	1.7442e-05	1.488
HDHD2	3.8702e-06	1.488
TCTEX1D2	0.00032126	1.488
GJA3	0.0013126	1.488
TEX13A	0.019784	1.488
NMRK1	3.5697e-08	1.489
BEST1	1.8214e-12	1.489
ABHD15	3.5459e-08	1.489
SERPINB1	3.5486e-08	1.489
CD48	1.7302e-05	1.489
GPRIN2	3.8557e-06	1.489
MIA	1.7345e-05	1.489
SNRNP35	7.1094e-09	1.489
FXYD7	0.0051947	1.489
SPINK2	0.069796	1.49
LINC00935	0.0051864	1.49
NUP62CL	0.0013073	1.49
C9orf40	0.069726	1.491
COQ7	3.808e-06	1.491
IL11	0.00031772	1.491
RAD51C	6.1906e-14	1.491
SRXN1	0.069723	1.491
SLX4IP	1.7889e-12	1.491
SPATA19	3.5133e-08	1.491
SPATA32	1.3702e-09	1.491
MREG	1.7187e-07	1.491
RPL10L	0.0051677	1.491
C22orf31	1.7066e-07	1.492
CHRAC1	0.06952	1.492
KCNE3	0.4682	1.492
TIGD3	2.63e-10	1.492
FXYD4	0.00031646	1.492
KERA	1.7098e-07	1.492
EFHD1	0.0051487	1.492
MZB1	0.00031626	1.492
POTEM	0.00031637	1.492
NDUFA12	7.427e-05	1.493
ZNF490	0.00031512	1.493
OR8D2	0.21061	1.493
SNUPN	1.1094e-14	1.493
ENO4	8.0499e-07	1.494
NAA38	0.0051229	1.494
CD302	3.7405e-06	1.494
RPL37A	0.0051255	1.494
FAM181B	0.069368	1.494
NMB	0.019529	1.494
LY96	7.4167e-05	1.494
CD8A	1.6806e-05	1.495
TMEM97	0.00031267	1.495
MIF4GD	6.7828e-09	1.495
OR2J2	0.019489	1.495
C17orf107	0.06927	1.495
DHRS7B	6.7664e-09	1.495
FAM151A	6.5453e-17	1.495
GALM	4.8791e-11	1.495
BPIFA2	8.0124e-07	1.495
HRG	5.8888e-14	1.495
REEP6	1.6861e-05	1.495
ITPRIP	4.7954e-11	1.496
IFI44	1.9433e-15	1.496
NAT16	3.6952e-06	1.496
DUSP15	3.7139e-06	1.496
FCGR3A	3.6955e-06	1.496
SLC14A1	5.7661e-14	1.496
C8orf87	0.069139	1.496
TBCC	3.7118e-06	1.496
CTU2	3.9682e-22	1.496
METTL21B	0.00031059	1.497
CREG2	7.2973e-05	1.497
PRELID2	6.6487e-09	1.497
STX10	1.3079e-09	1.497
FCRLB	2.51e-10	1.497
SERPIND1	2.5137e-10	1.497
MRPL49	0.00031078	1.497
OR4D6	0.0050885	1.497
DYNLT1	7.3232e-05	1.497
SUCLG2	5.7163e-14	1.497
ASB5	3.0711e-13	1.498
SPATA21	1.1342e-17	1.498
LHPP	1.6345e-07	1.498
RPP25	0.20939	1.498
HHIPL2	6.7268e-23	1.499
NIPAL1	2.4544e-10	1.499
ALG1	3.622e-19	1.499
NRSN1	0.00030819	1.499
CETP	1.1892e-23	1.499
PSMF1	3.3092e-08	1.499
ZNF214	1.1138e-17	1.499
DHRS7C	3.2734e-08	1.5
ECT2L	7.8004e-48	1.5
LCE3E	0.46574	1.5
C1QTNF9B	3.2529e-08	1.501
TMEM190	0.0012621	1.501
RABL2B	7.7226e-07	1.501
GNPDA1	1.6024e-07	1.501
HDDC3	0.019263	1.501
NRARP	0.20859	1.501
OR8A1	0.005028	1.501
CYB561D1	7.1834e-05	1.501
SERPINA12	7.7169e-07	1.501
GPR151	3.2266e-08	1.502
PAH	6.4046e-23	1.502
GXYLT2	5.3671e-14	1.502
PTGDR	3.58e-06	1.502
TRIM49B	6.3896e-09	1.502
B3GNT4	7.6758e-07	1.502
PPIC	0.00030514	1.502
C11orf71	0.20849	1.502
CBY1	0.0012587	1.502
TMEM217	7.1339e-05	1.503
TMEM74B	0.00030413	1.503
ATP5J2	0.01917	1.503
P2RY13	0.00030364	1.503
LINC00923	0.20785	1.504
GOLGA6A	1.61e-05	1.504
CRYGD	0.00030317	1.504
EIF4EBP1	0.20762	1.505
FABP2	0.0049806	1.505
PIGL	6.178e-09	1.506
BTG2	0.019033	1.506
SLC52A1	3.5163e-06	1.506
RP11-111M22.2	0.0049622	1.506
LGALS9C	6.2016e-09	1.506
NKD2	1.5159e-12	1.506
SLC18B1	1.0193e-17	1.506
MAPK15	1.8682e-21	1.506
KLHDC7B	1.192e-09	1.507
PCDHA2	1.0354e-23	1.507
RPRML	0.46377	1.507
C19orf10	3.4923e-06	1.507
GDPD3	1.6968e-15	1.507
CKLF	0.0049483	1.508
GOLGA8M	2.7284e-13	1.508
C8orf44	0.20702	1.508
NQO1	1.1867e-09	1.508
HDAC10	2.9729e-31	1.508
OR4K15	0.018946	1.508
DYRK4	1.7785e-18	1.508
MS4A7	3.4763e-06	1.508
SPATA4	1.1841e-09	1.508
TIMM23	0.0049452	1.508
TRAPPC3L	1.5719e-05	1.509
GPR35	0.0049273	1.509
NAMPTL	1.5141e-07	1.509
CTD-2510F5.6	0.018931	1.509
WDR86	1.1648e-09	1.51
TSNAXIP1	5.2807e-29	1.51
ZNF589	0.0049175	1.51
DUXA	3.0459e-08	1.51
EAPP	2.2259e-10	1.51
ZNF257	0.018857	1.51
C14orf28	2.2179e-10	1.51
ASB17	3.4115e-06	1.511
OR6C75	0.018817	1.511
CREG1	0.0012232	1.511
C6orf229	0.067336	1.511
MICU2	9.7216e-21	1.511
ZNF668	0.00029449	1.512
CCDC148	1.5603e-30	1.512
ZHX1-C8ORF76	1.143e-09	1.512
DNALI1	4.1201e-11	1.512
CD160	6.8425e-05	1.513
OTOR	0.0048775	1.513
GGT6	2.9754e-08	1.513
TRIM64C	4.0727e-11	1.513
IFI30	2.9645e-08	1.513
CTU1	0.067155	1.513
GTPBP8	1.482e-07	1.513
ACPT	8.621e-15	1.513
HAUS2	3.3829e-06	1.513
TMEM202	2.9827e-08	1.513
DCUN1D2	2.9667e-08	1.513
ZNF611	0.067163	1.513
C9	1.6323e-24	1.514
C15orf38	1.5397e-05	1.514
OR2A2	0.2055	1.514
SMIM7	0.004848	1.515
NKX2-8	0.004855	1.515
ODAM	1.5176e-15	1.515
SLC30A8	7.4306e-12	1.515
FOXB2	6.7467e-05	1.516
SMCO2	2.9097e-08	1.516
DNAH14	2.6938e-16	1.517
C16orf71	4.9108e-20	1.517
OR9A2	0.00028864	1.517
EIF2B2	2.083e-10	1.517
FAM213B	1.5148e-05	1.517
OR2T2	0.20478	1.517
CTRL	1.0976e-09	1.517
EVX1	6.9817e-07	1.517
ZNF66	0.066624	1.517
IFI44L	1.3464e-12	1.517
CXCL17	0.0048138	1.518
RGCC	0.0048149	1.518
GINS3	1.505e-05	1.518
PRR18	0.46086	1.518
C11orf54	2.8718e-08	1.518
ITIH6	1.5096e-24	1.518
AP001652.1	0.20443	1.518
MRPL13	1.4307e-07	1.518
PRSS42	5.5685e-09	1.519
ZNF682	0.018503	1.519
CHCHD6	5.5744e-09	1.519
ECHDC1	5.5968e-09	1.519
DPH3	0.066294	1.52
CEACAM3	1.067e-09	1.52
MNAT1	1.3117e-12	1.52
OR51G1	0.001192	1.52
AC011897.1	0.0047933	1.52
CAPN12	1.226e-33	1.52
ULBP1	6.885e-07	1.52
FAM162A	3.2417e-06	1.521
CYP4F11	1.4678e-21	1.521
C11orf16	4.3154e-14	1.521
IFNL1	0.00028469	1.521
IFI27L1	0.066209	1.521
SRMS	1.2721e-12	1.522
TSSK4	5.4619e-09	1.522
HOXB7	0.00028382	1.522
AKR7A2	1.9938e-10	1.522
SLC16A5	1.9979e-10	1.522
RSC1A1	2.3498e-13	1.522
CAMKMT	1.3806e-15	1.523
SLC25A41	6.8621e-12	1.523
KRBOX1	0.01836	1.523
MMP7	1.0404e-09	1.523
COA5	0.018348	1.523
PAQR6	6.5548e-05	1.523
IGFL4	0.0011794	1.523
APLN	0.45897	1.524
TAAR8	0.00028158	1.524
LPA	6.5917e-89	1.524
RP11-1167A19.2	0.45895	1.524
IL4	0.0047372	1.524
OR51S1	0.00028152	1.524
MMP13	7.8767e-18	1.524
FANCF	0.45886	1.525
MMP1	7.7197e-18	1.525
ZNF763	0.018273	1.525
NLRP14	5.7416e-36	1.525
KRT15	2.3926e-16	1.526
ZDHHC4	5.2991e-09	1.526
EVA1A	0.065594	1.526
GPR135	6.4853e-05	1.526
KLHDC9	1.017e-09	1.526
KIAA0825	5.2834e-09	1.526
CEACAM7	1.3466e-07	1.527
DRAXIN	1.8935e-10	1.527
C15orf32	0.0011665	1.527
CFL2	6.4399e-05	1.527
LDOC1L	0.018186	1.527
FCN2	3.5646e-11	1.527
ZNF418	1.0016e-09	1.527
C7orf76	0.018168	1.527
PPP1R3D	0.0047028	1.527
SNAPC1	2.3628e-16	1.527
IFIT1	0.00027793	1.528
OR52H1	0.0046856	1.528
ETV7	3.9605e-14	1.528
AC012123.1	0.018166	1.528
